Name,Culture,Born,Died,Titles,Aliases,Father,Mother,Spouse,Allegiances,Books,POV Books,TV Series,Played By,URL
Dagon Greyjoy,Ironborn,,,['Lord of Pyke'],[''],,,,['https://www.anapioficeandfire.com/api/houses/169'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/7', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/278
Dagos Manwoody,,,,['Lord of Kingsgrave'],[''],,,,['https://www.anapioficeandfire.com/api/houses/257'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/279
Dalbridge,,In 254 AC or before,"In 299 AC, at Skirling Pass",[''],['Squire Dalbridge'],,,,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/280
Dale Drumm,,,,[''],['Dale the Dread'],,,,['https://www.anapioficeandfire.com/api/houses/106'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/281
Damion Lannister,,In or between 257 AC and 272 AC,,"['Ser', 'Castellan of Casterly Rock']",[''],,,https://www.anapioficeandfire.com/api/characters/973,['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/282
Damon Lannister,Westerman,,In 210 AC,"['Lord of Casterly Rock', 'Shield of Lannisport', 'Warden of the West']",['The Grey Lion'],,,https://www.anapioficeandfire.com/api/characters/236,['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/7']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/283
Damon Lannister,,In 244 AC or 245 AC,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/363,['https://www.anapioficeandfire.com/api/houses/229'],['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/284
Damon Marbrand,,,,['Lord of Ashemark'],[''],,,,['https://www.anapioficeandfire.com/api/houses/258'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/285
Damon Paege,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/293'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/286
Damon Shett,,,,"['the Knight of Gull Tower', 'Ser']",[''],,,,['https://www.anapioficeandfire.com/api/houses/350'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/287
Damon Vypren,,In 265 AC or later,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/410'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/288
Danelle Lothston,,,,['Lady of Harrenhal'],['Mad Danelle'],,,,['https://www.anapioficeandfire.com/api/houses/246'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/7', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/289
Danos Slynt,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/354'],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/290
Danwell Frey,,In or between 252 AC and 261 AC,,['Ser'],[''],,,https://www.anapioficeandfire.com/api/characters/1125,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/291
Darlessa Marbrand,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/1049,"['https://www.anapioficeandfire.com/api/houses/229', 'https://www.anapioficeandfire.com/api/houses/258']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/292
Daryn Hornwood,Northmen,,"In 298 AC, at the Whispering Wood",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/202'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/293
Daven Lannister,Westerman,In 273 AC (roughly),,"['Ser', 'Warden of the West']",[''],,,,['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/294
Deana Hardyng,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/1100,"['https://www.anapioficeandfire.com/api/houses/143', 'https://www.anapioficeandfire.com/api/houses/176']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/295
Delena Florent,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/500,"['https://www.anapioficeandfire.com/api/houses/133', 'https://www.anapioficeandfire.com/api/houses/281']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/296
Della Frey,,In 296 AC,,[''],['Deaf Della'],,,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/297
Delonne Allyrion,Dornish,,,['Lady of Godsgrace'],[''],,,,['https://www.anapioficeandfire.com/api/houses/2'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/298
Dennis Plumm,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/303'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/299
Denys Arryn,,,"In 283 AC, at Stoney Sept","['Ser', 'Keeper of the Gates of the Moon']",['The Darling of the Vale'],,,,['https://www.anapioficeandfire.com/api/houses/7'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/300
Denys Darklyn,,,,['Lord of Duskendale'],[''],,,https://www.anapioficeandfire.com/api/characters/967,['https://www.anapioficeandfire.com/api/houses/95'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/301
Denys Drumm,Ironborn,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/106'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/302
Denys Mallister,,"In 245 AC or before, at Seagard",,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/254'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/303
Denys Redwyne,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/317'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/304
Denyse Hightower,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/307,['https://www.anapioficeandfire.com/api/houses/195'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/305
Desmond Grell,,In or between 237 AC and 240 AC (roughly),,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/166'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/306
Desmond Redwyne,,,,['Ser'],[''],,,https://www.anapioficeandfire.com/api/characters/305,['https://www.anapioficeandfire.com/api/houses/317'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/307
Devan Seaworth,,In 287 AC,,[''],[''],,,,"['https://www.anapioficeandfire.com/api/houses/15', 'https://www.anapioficeandfire.com/api/houses/340']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/308
Deziel Dalt,,,,['The Knight of Lemonwood'],[''],,,,['https://www.anapioficeandfire.com/api/houses/92'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/309
Dick Follard,,,"In 299 AC, at Castle Black",[''],['Deaf Dick Follard'],,,,[],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/310
Dickon Frey,,In 294 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/311
Dickon Manwoody,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/257'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/312
Dickon Tarly,,In or between 287 AC and 290 AC,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/359,['https://www.anapioficeandfire.com/api/houses/379'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],['Season 6'],['Freddie Stroma'],https://www.anapioficeandfire.com/api/characters/313
Domeric Bolton,,In or between 279 AC and 281 AC (roughly),In 297 AC,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/34'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/314
Donal Noye,,In or between 244 AC and 252 AC,"In 300 AC, at The Wall, near Castle Black",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/17'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/315
Donel Greyjoy,Ironborn,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/169'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/316
Donella Hornwood,Northmen,In or before 249 AC,"In 299 AC, at Hornwood",['Lady of Hornwood'],[''],,,https://www.anapioficeandfire.com/api/characters/463,"['https://www.anapioficeandfire.com/api/houses/202', 'https://www.anapioficeandfire.com/api/houses/255']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/317
Donnel,,,,['Ser'],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/318
Donnel Drumm,Ironborn,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/106'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/319
Donnel Haigh,,In or between 255 AC and 282 AC,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/172'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/320
Donnel Locke,,,"In 299 AC, at the Twins",['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/239'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/321
Donnel Swann,Stormlands,,,['Ser'],['Ser Donnel the Constant'],,,,['https://www.anapioficeandfire.com/api/houses/373'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/322
Donnor Saltcliffe,Ironborn,,,['Lord'],[''],,,,['https://www.anapioficeandfire.com/api/houses/336'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/323
Donnor Stark,Northmen,,,"['Lord of Winterfell', 'Warden of the North']",[''],,,,['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/324
Dontos Hollard,,"In or between 261 AC and 263 AC, at near Duskendale","In 300 AC, at Blackwater Bay",['Ser'],"['Dontos the Red', 'Dontos the Drunk', 'Florian']",,,,['https://www.anapioficeandfire.com/api/houses/198'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],"['Season 2', 'Season 4']",['Tony Way'],https://www.anapioficeandfire.com/api/characters/325
Doran Martell,Dornish,"In 247 AC or 248 AC, at Sunspear",,['Prince of Dorne'],[''],,,https://www.anapioficeandfire.com/api/characters/1697,['https://www.anapioficeandfire.com/api/houses/285'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 5', 'Season 6']",['Alexander Siddig'],https://www.anapioficeandfire.com/api/characters/326
Dorna Swyft,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/605,['https://www.anapioficeandfire.com/api/houses/374'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/327
Dorren Stark,Northmen,,,['King in the North'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/328
Duncan,,"In 191 AC, 192 AC or 193 AC, at King's Landing","In 259 AC, at Summerhall","['Ser', 'Lord Commander of the Kingsguard']","['Dunk', 'Duncan the Tall', 'Dunk the Lunk', 'Ser Giant', 'The Gallows Knight']",,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']","['https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/7']",[''],[''],https://www.anapioficeandfire.com/api/characters/329
Duncan Targaryen,,In or between 220 AC and 224 AC,"In 259 AC, at Summerhall",['Prince'],"['Prince Duncan the Small', 'Prince of Dragonflies']",,,https://www.anapioficeandfire.com/api/characters/1539,['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/330
Dunstan Drumm,Ironborn,"In 212 AC or later, at Old Wyk",,"['Lord of Old Wyk', 'Captain of the Thunderer']","['The Drumm', 'The Bone Hand']",,,,['https://www.anapioficeandfire.com/api/houses/106'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/331
Duram Bar Emmon,,In 284 AC,,['Lord of Sharp Point'],[''],,,,['https://www.anapioficeandfire.com/api/houses/14'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/332
Durran,First Men,Age of Heroes,,['Storm King'],"['Durran Godsgrief', 'The Godsgrief', 'King of a Thousand Years']",,,https://www.anapioficeandfire.com/api/characters/1361,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/333
Dyanna Dayne,,,In or between 201 AC and 209 AC,['Lady'],[''],,,https://www.anapioficeandfire.com/api/characters/695,"['https://www.anapioficeandfire.com/api/houses/99', 'https://www.anapioficeandfire.com/api/houses/378']",['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/334
Dykk Harlaw,,,"In 299 AC, at Winterfell",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/178'],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/335
Ebben,,,"In 299 AC, at Skirling Pass",[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/336
Eddara Tallhart,Northmen,In 289 AC or 290 AC,,"[""Lady of Torrhen's Square""]",[''],,,,['https://www.anapioficeandfire.com/api/houses/376'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/337
Eddard Karstark,Northmen,At Karhold,"In 298 AC, at the Whispering Wood",[''],['Edd'],,,,['https://www.anapioficeandfire.com/api/houses/215'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/338
Eddard Stark,Northmen,"In 263 AC, at Winterfell","In 299 AC, at Great Sept of Baelor in King's Landing","['Lord of Winterfell', 'Warden of the North', 'Hand of the King', 'Protector of the Realm', 'Regent']","['Ned', 'The Ned', 'The Quiet Wolf']",,,https://www.anapioficeandfire.com/api/characters/232,['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",['https://www.anapioficeandfire.com/api/books/1'],"['Season 1', 'Season 6']","['Sean Bean', 'Sebastian Croft', 'Robert Aramayo']",https://www.anapioficeandfire.com/api/characters/339
Edderion Stark,Northmen,,,"['King in the North', 'Lord of Winterfell']",['Ederrion the Bridegroom'],,,,['https://www.anapioficeandfire.com/api/houses/362'],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/340
Eddison Tollet,Valemen,,,[''],['Dolorous Edd'],,,,['https://www.anapioficeandfire.com/api/houses/388'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 2', 'Season 3', 'Season 4', 'Season 5', 'Season 6']",['Ben Crompton'],https://www.anapioficeandfire.com/api/characters/341
Eden Risley,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/321'],['https://www.anapioficeandfire.com/api/books/7'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/342
Edgerran Oakheart,,,,['Lord'],['Edgerran the Open-Handed'],,,,['https://www.anapioficeandfire.com/api/houses/286'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/343
Edmund Ambrose,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/4'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/344
Edmund Waxley,,,,"['The Knight of Wickenden', 'Ser']",[''],,,,['https://www.anapioficeandfire.com/api/houses/415'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/345
Edmure Tully,Rivermen,In or between 267 AC and 274 AC,,"['Ser', 'Lord of Riverrun (lost to Emmon Frey)']",[''],,,https://www.anapioficeandfire.com/api/characters/937,['https://www.anapioficeandfire.com/api/houses/395'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 3', 'Season 6']",['Tobias Menzies'],https://www.anapioficeandfire.com/api/characters/346
Edmyn Tully,Rivermen,,,"['Lord of Riverrun', 'Lord Paramount of the Trident', 'Hand of the King']",[''],,,,['https://www.anapioficeandfire.com/api/houses/395'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/347
Edric Dayne,,"In 287 AC, at Starfall",,['Lord of Starfall'],['Ned'],,,,['https://www.anapioficeandfire.com/api/houses/99'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/348
Edrick Stark,Northmen,,,"['King in the North', 'Lord of Winterfell']",['Edrick Snowbeard'],,,,['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/349
Edwyd Fossoway,,,"In 299 AC, at Blackwater Rush",['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/139'],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/350
Edwyle Stark,Northmen,,,"['Lord of Winterfell', 'Warden of the North']",[''],,,https://www.anapioficeandfire.com/api/characters/716,['https://www.anapioficeandfire.com/api/houses/362'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/351
Edwyn Frey,,In or between 259 AC and 278 AC,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/534,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/352
Edwyn Osgrey,,,"In 196 AC, at the Redgrass Field",['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/291'],['https://www.anapioficeandfire.com/api/books/6'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/353
Edwyn Stark,Northmen,,,"['King in the North', 'Lord of Winterfell']",['The Spring King'],,,,['https://www.anapioficeandfire.com/api/houses/362'],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/354
Eglantine,,,,['Septa'],[''],,,,['https://www.anapioficeandfire.com/api/houses/16'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/355
Elbert Arryn,,,"In 282 AC, at King's Landing",['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/7'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/356
Eldon Estermont,Stormlands,In or between 228 AC and 232 AC,,"['Ser', 'Lord of Greenstone']",[''],,,https://www.anapioficeandfire.com/api/characters/999,['https://www.anapioficeandfire.com/api/houses/117'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/357
Eldred Codd,Ironborn,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/75'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/358
Eleanor Mooton,,In 286 AC or 287 AC,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/313,"['https://www.anapioficeandfire.com/api/houses/269', 'https://www.anapioficeandfire.com/api/houses/379']","['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/359
Eleyna Westerling,,"In 287 AC, at Crag",,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/425'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/360
