Character_Name,Culture,Born,Died,Character_Titles,Aliases,Father,Mother,Spouse,Allegiances,Books,POV Books,TV Series,Played By,Character_Number,Most_Common_Allegiance,First_Allegiance_Number,House_Name,House_Region,Coat of Arms,Words,Titles_y,Seats,Current Lord,Heir,Overlord,Founded,Founder,Died Out,Ancestral Weapons,Cadet Branches,Sworn Members
Serwyn,,,,['Ser (in songs and tales)'],['Serwyn of the Mirror Shield'],,,,[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],969,,,,,,,,,,,,,,,,,
Shadrich,,,,['Ser'],"['Shadrich of the Shady Glen', 'The Mad Mouse']",,,,['https://www.anapioficeandfire.com/api/houses/10'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],970,House Baelish of Harrenhal,10,House Baelish of Harrenhal,The Riverlands,"A field of silver mockingbirds, on a green field(Vert, semé of mockingbirds argent)",,"['Lord Paramount of the Trident', 'Lord of Harrenhal']",['Harrenhal'],https://www.anapioficeandfire.com/api/characters/823,,https://www.anapioficeandfire.com/api/houses/16,299 AC,https://www.anapioficeandfire.com/api/characters/823,,[''],[],"['https://www.anapioficeandfire.com/api/characters/651', 'https://www.anapioficeandfire.com/api/characters/804', 'https://www.anapioficeandfire.com/api/characters/823', 'https://www.anapioficeandfire.com/api/characters/957', 'https://www.anapioficeandfire.com/api/characters/970']"
Shaera Targaryen,Valyrian,In 226 AC,In or after 259AC,"['Princess', 'Queen']",[''],,,https://www.anapioficeandfire.com/api/characters/527,['https://www.anapioficeandfire.com/api/houses/378'],['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],971,House Targaryen of King's Landing,378,House Targaryen of King's Landing,The Crownlands,"Sable, a dragon thrice-headed gules",Fire and Blood,"['King of the Andals, the Rhoynar and the First Men', 'Lord of the Seven Kingdoms', 'Prince of Summerhall']","['Red Keep (formerly)', 'Summerhall (formerly)']",https://www.anapioficeandfire.com/api/characters/1303,,,House Targaryen: >114 BCHouse Targaryen of King's Landing:1 AC,,,"['Blackfyre', 'Dark Sister']",['https://www.anapioficeandfire.com/api/houses/23'],"['https://www.anapioficeandfire.com/api/characters/33', 'https://www.anapioficeandfire.com/api/characters/42', 'https://www.anapioficeandfire.com/api/characters/43', 'https://www.anapioficeandfire.com/api/characters/44', 'https://www.anapioficeandfire.com/api/characters/45', 'https://www.anapioficeandfire.com/api/characters/48', 'https://www.anapioficeandfire.com/api/characters/49', 'https://www.anapioficeandfire.com/api/characters/55', 'https://www.anapioficeandfire.com/api/characters/58', 'https://www.anapioficeandfire.com/api/characters/59', 'https://www.anapioficeandfire.com/api/characters/76', 'https://www.anapioficeandfire.com/api/characters/91', 'https://www.anapioficeandfire.com/api/characters/93', 'https://www.anapioficeandfire.com/api/characters/109', 'https://www.anapioficeandfire.com/api/characters/110', 'https://www.anapioficeandfire.com/api/characters/154', 'https://www.anapioficeandfire.com/api/characters/155', 'https://www.anapioficeandfire.com/api/characters/156', 'https://www.anapioficeandfire.com/api/characters/157', 'https://www.anapioficeandfire.com/api/characters/161', 'https://www.anapioficeandfire.com/api/characters/168', 'https://www.anapioficeandfire.com/api/characters/169', 'https://www.anapioficeandfire.com/api/characters/195', 'https://www.anapioficeandfire.com/api/characters/239', 'https://www.anapioficeandfire.com/api/characters/265', 'https://www.anapioficeandfire.com/api/characters/266', 'https://www.anapioficeandfire.com/api/characters/269', 'https://www.anapioficeandfire.com/api/characters/270', 'https://www.anapioficeandfire.com/api/characters/271', 'https://www.anapioficeandfire.com/api/characters/272', 'https://www.anapioficeandfire.com/api/characters/275', 'https://www.anapioficeandfire.com/api/characters/276', 'https://www.anapioficeandfire.com/api/characters/330', 'https://www.anapioficeandfire.com/api/characters/334', 'https://www.anapioficeandfire.com/api/characters/361', 'https://www.anapioficeandfire.com/api/characters/488', 'https://www.anapioficeandfire.com/api/characters/546', 'https://www.anapioficeandfire.com/api/characters/560', 'https://www.anapioficeandfire.com/api/characters/576', 'https://www.anapioficeandfire.com/api/characters/610', 'https://www.anapioficeandfire.com/api/characters/611', 'https://www.anapioficeandfire.com/api/characters/696', 'https://www.anapioficeandfire.com/api/characters/709', 'https://www.anapioficeandfire.com/api/characters/729', 'https://www.anapioficeandfire.com/api/characters/759', 'https://www.anapioficeandfire.com/api/characters/767', 'https://www.anapioficeandfire.com/api/characters/779', 'https://www.anapioficeandfire.com/api/characters/797', 'https://www.anapioficeandfire.com/api/characters/865', 'https://www.anapioficeandfire.com/api/characters/867', 'https://www.anapioficeandfire.com/api/characters/868', 'https://www.anapioficeandfire.com/api/characters/869', 'https://www.anapioficeandfire.com/api/characters/870', 'https://www.anapioficeandfire.com/api/characters/871', 'https://www.anapioficeandfire.com/api/characters/872', 'https://www.anapioficeandfire.com/api/characters/873', 'https://www.anapioficeandfire.com/api/characters/874', 'https://www.anapioficeandfire.com/api/characters/875', 'https://www.anapioficeandfire.com/api/characters/876', 'https://www.anapioficeandfire.com/api/characters/951', 'https://www.anapioficeandfire.com/api/characters/971', 'https://www.anapioficeandfire.com/api/characters/1067', 'https://www.anapioficeandfire.com/api/characters/1070', 'https://www.anapioficeandfire.com/api/characters/1079', 'https://www.anapioficeandfire.com/api/characters/1114', 'https://www.anapioficeandfire.com/api/characters/1142', 'https://www.anapioficeandfire.com/api/characters/1205', 'https://www.anapioficeandfire.com/api/characters/1242', 'https://www.anapioficeandfire.com/api/characters/1302', 'https://www.anapioficeandfire.com/api/characters/1303', 'https://www.anapioficeandfire.com/api/characters/1340', 'https://www.anapioficeandfire.com/api/characters/1358', 'https://www.anapioficeandfire.com/api/characters/1445', 'https://www.anapioficeandfire.com/api/characters/1450', 'https://www.anapioficeandfire.com/api/characters/1469', 'https://www.anapioficeandfire.com/api/characters/1520', 'https://www.anapioficeandfire.com/api/characters/1523', 'https://www.anapioficeandfire.com/api/characters/1527', 'https://www.anapioficeandfire.com/api/characters/1528', 'https://www.anapioficeandfire.com/api/characters/1548', 'https://www.anapioficeandfire.com/api/characters/1549', 'https://www.anapioficeandfire.com/api/characters/1560', 'https://www.anapioficeandfire.com/api/characters/1589', 'https://www.anapioficeandfire.com/api/characters/1608', 'https://www.anapioficeandfire.com/api/characters/1709', 'https://www.anapioficeandfire.com/api/characters/1739', 'https://www.anapioficeandfire.com/api/characters/1826', 'https://www.anapioficeandfire.com/api/characters/1856', 'https://www.anapioficeandfire.com/api/characters/1867', 'https://www.anapioficeandfire.com/api/characters/1872', 'https://www.anapioficeandfire.com/api/characters/1873', 'https://www.anapioficeandfire.com/api/characters/1874', 'https://www.anapioficeandfire.com/api/characters/1897', 'https://www.anapioficeandfire.com/api/characters/1944', 'https://www.anapioficeandfire.com/api/characters/1948', 'https://www.anapioficeandfire.com/api/characters/1978', 'https://www.anapioficeandfire.com/api/characters/1981', 'https://www.anapioficeandfire.com/api/characters/2071', 'https://www.anapioficeandfire.com/api/characters/2086', 'https://www.anapioficeandfire.com/api/characters/2124', 'https://www.anapioficeandfire.com/api/characters/2128']"
Shella Whent,Rivermen,,In +/- 300 AC,['Lady of Harrenhal'],[''],,,https://www.anapioficeandfire.com/api/characters/1099,['https://www.anapioficeandfire.com/api/houses/427'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],972,House Whent of Harrenhal,427,House Whent of Harrenhal,The Riverlands,"Nine black bats, on a yellow field(Or, nine bats, 4, 3, 2, displayed sable)",,['Lord of Harrenhal'],['Harrenhal (stripped)'],https://www.anapioficeandfire.com/api/characters/972,,https://www.anapioficeandfire.com/api/houses/395,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/755', 'https://www.anapioficeandfire.com/api/characters/805', 'https://www.anapioficeandfire.com/api/characters/960', 'https://www.anapioficeandfire.com/api/characters/972', 'https://www.anapioficeandfire.com/api/characters/1099', 'https://www.anapioficeandfire.com/api/characters/1120', 'https://www.anapioficeandfire.com/api/characters/1125', 'https://www.anapioficeandfire.com/api/characters/1161', 'https://www.anapioficeandfire.com/api/characters/1207', 'https://www.anapioficeandfire.com/api/characters/1483', 'https://www.anapioficeandfire.com/api/characters/1638', 'https://www.anapioficeandfire.com/api/characters/1811', 'https://www.anapioficeandfire.com/api/characters/2091']"
Shiera Crakehall,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/282,"['https://www.anapioficeandfire.com/api/houses/86', 'https://www.anapioficeandfire.com/api/houses/229']","['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],973,House Crakehall of Crakehall,86,House Crakehall of Crakehall,The Westerlands,"A brindled boar on a brown field(Tenné, a boar brindled sable and argent)",None so Fierce,['Lord of Crakehall'],['Crakehall'],https://www.anapioficeandfire.com/api/characters/922,https://www.anapioficeandfire.com/api/characters/1046,https://www.anapioficeandfire.com/api/houses/229,,https://www.anapioficeandfire.com/api/characters/257,,[''],[],"['https://www.anapioficeandfire.com/api/characters/112', 'https://www.anapioficeandfire.com/api/characters/225', 'https://www.anapioficeandfire.com/api/characters/242', 'https://www.anapioficeandfire.com/api/characters/257', 'https://www.anapioficeandfire.com/api/characters/670', 'https://www.anapioficeandfire.com/api/characters/741', 'https://www.anapioficeandfire.com/api/characters/748', 'https://www.anapioficeandfire.com/api/characters/921', 'https://www.anapioficeandfire.com/api/characters/922', 'https://www.anapioficeandfire.com/api/characters/973', 'https://www.anapioficeandfire.com/api/characters/996', 'https://www.anapioficeandfire.com/api/characters/1046']"
Shierle Swyft,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/745,['https://www.anapioficeandfire.com/api/houses/374'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],974,House Swyft of Cornfield,374,House Swyft of Cornfield,The Westerlands,"A blue bantam rooster, on a yellow field(Or, a cock close azure)",Awake! Awake!,['Knight of Cornfield'],['Cornfield'],https://www.anapioficeandfire.com/api/characters/487,https://www.anapioficeandfire.com/api/characters/992,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/34', 'https://www.anapioficeandfire.com/api/characters/327', 'https://www.anapioficeandfire.com/api/characters/487', 'https://www.anapioficeandfire.com/api/characters/516', 'https://www.anapioficeandfire.com/api/characters/563', 'https://www.anapioficeandfire.com/api/characters/564', 'https://www.anapioficeandfire.com/api/characters/974', 'https://www.anapioficeandfire.com/api/characters/992', 'https://www.anapioficeandfire.com/api/characters/2111']"
Shireen Baratheon,,"In 289 AC, at Dragonstone",,['Princess'],[''],,,,['https://www.anapioficeandfire.com/api/houses/15'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 3', 'Season 4', 'Season 5']",['Kerry Ingram'],975,House Baratheon of Dragonstone,15,House Baratheon of Dragonstone,The Crownlands,"Or, a heart gules enflamed proper charged with a stag's head sable crowned of the field",,"['Lord of Dragonstone', 'King of Westeros']",['Dragonstone'],https://www.anapioficeandfire.com/api/characters/1963,https://www.anapioficeandfire.com/api/characters/975,https://www.anapioficeandfire.com/api/houses/16,284 AC,https://www.anapioficeandfire.com/api/characters/1963,,[''],[],"['https://www.anapioficeandfire.com/api/characters/3', 'https://www.anapioficeandfire.com/api/characters/7', 'https://www.anapioficeandfire.com/api/characters/220', 'https://www.anapioficeandfire.com/api/characters/243', 'https://www.anapioficeandfire.com/api/characters/308', 'https://www.anapioficeandfire.com/api/characters/369', 'https://www.anapioficeandfire.com/api/characters/430', 'https://www.anapioficeandfire.com/api/characters/601', 'https://www.anapioficeandfire.com/api/characters/795', 'https://www.anapioficeandfire.com/api/characters/881', 'https://www.anapioficeandfire.com/api/characters/908', 'https://www.anapioficeandfire.com/api/characters/925', 'https://www.anapioficeandfire.com/api/characters/975', 'https://www.anapioficeandfire.com/api/characters/1285', 'https://www.anapioficeandfire.com/api/characters/1312', 'https://www.anapioficeandfire.com/api/characters/1319', 'https://www.anapioficeandfire.com/api/characters/1325', 'https://www.anapioficeandfire.com/api/characters/1467', 'https://www.anapioficeandfire.com/api/characters/1516', 'https://www.anapioficeandfire.com/api/characters/1535', 'https://www.anapioficeandfire.com/api/characters/1623', 'https://www.anapioficeandfire.com/api/characters/1680', 'https://www.anapioficeandfire.com/api/characters/1777', 'https://www.anapioficeandfire.com/api/characters/1797', 'https://www.anapioficeandfire.com/api/characters/1925', 'https://www.anapioficeandfire.com/api/characters/1935', 'https://www.anapioficeandfire.com/api/characters/2100']"
Shirei Frey,,In 292 AC or 293 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],976,House Frey of the Crossing,143,House Frey of the Crossing,The Riverlands,"Two blue towers, united by a bridge, on a silver-grey field(Cendrée, a bridge azure, at either end a tower of the same)",,['Lord of the Crossing'],['The Twins'],https://www.anapioficeandfire.com/api/characters/1093,https://www.anapioficeandfire.com/api/characters/352,https://www.anapioficeandfire.com/api/houses/10,600 years ago,,,[''],['https://www.anapioficeandfire.com/api/houses/142'],"['https://www.anapioficeandfire.com/api/characters/30', 'https://www.anapioficeandfire.com/api/characters/36', 'https://www.anapioficeandfire.com/api/characters/37', 'https://www.anapioficeandfire.com/api/characters/53', 'https://www.anapioficeandfire.com/api/characters/56', 'https://www.anapioficeandfire.com/api/characters/70', 'https://www.anapioficeandfire.com/api/characters/86', 'https://www.anapioficeandfire.com/api/characters/95', 'https://www.anapioficeandfire.com/api/characters/108', 'https://www.anapioficeandfire.com/api/characters/111', 'https://www.anapioficeandfire.com/api/characters/112', 'https://www.anapioficeandfire.com/api/characters/114', 'https://www.anapioficeandfire.com/api/characters/122', 'https://www.anapioficeandfire.com/api/characters/123', 'https://www.anapioficeandfire.com/api/characters/145', 'https://www.anapioficeandfire.com/api/characters/146', 'https://www.anapioficeandfire.com/api/characters/173', 'https://www.anapioficeandfire.com/api/characters/180', 'https://www.anapioficeandfire.com/api/characters/187', 'https://www.anapioficeandfire.com/api/characters/199', 'https://www.anapioficeandfire.com/api/characters/204', 'https://www.anapioficeandfire.com/api/characters/219', 'https://www.anapioficeandfire.com/api/characters/237', 'https://www.anapioficeandfire.com/api/characters/251', 'https://www.anapioficeandfire.com/api/characters/252', 'https://www.anapioficeandfire.com/api/characters/262', 'https://www.anapioficeandfire.com/api/characters/263', 'https://www.anapioficeandfire.com/api/characters/291', 'https://www.anapioficeandfire.com/api/characters/295', 'https://www.anapioficeandfire.com/api/characters/297', 'https://www.anapioficeandfire.com/api/characters/311', 'https://www.anapioficeandfire.com/api/characters/352', 'https://www.anapioficeandfire.com/api/characters/368', 'https://www.anapioficeandfire.com/api/characters/375', 'https://www.anapioficeandfire.com/api/characters/417', 'https://www.anapioficeandfire.com/api/characters/486', 'https://www.anapioficeandfire.com/api/characters/501', 'https://www.anapioficeandfire.com/api/characters/502', 'https://www.anapioficeandfire.com/api/characters/528', 'https://www.anapioficeandfire.com/api/characters/530', 'https://www.anapioficeandfire.com/api/characters/534', 'https://www.anapioficeandfire.com/api/characters/535', 'https://www.anapioficeandfire.com/api/characters/549', 'https://www.anapioficeandfire.com/api/characters/590', 'https://www.anapioficeandfire.com/api/characters/600', 'https://www.anapioficeandfire.com/api/characters/602', 'https://www.anapioficeandfire.com/api/characters/609', 'https://www.anapioficeandfire.com/api/characters/619', 'https://www.anapioficeandfire.com/api/characters/628', 'https://www.anapioficeandfire.com/api/characters/649', 'https://www.anapioficeandfire.com/api/characters/690', 'https://www.anapioficeandfire.com/api/characters/693', 'https://www.anapioficeandfire.com/api/characters/700', 'https://www.anapioficeandfire.com/api/characters/711', 'https://www.anapioficeandfire.com/api/characters/712', 'https://www.anapioficeandfire.com/api/characters/723', 'https://www.anapioficeandfire.com/api/characters/730', 'https://www.anapioficeandfire.com/api/characters/747', 'https://www.anapioficeandfire.com/api/characters/751', 'https://www.anapioficeandfire.com/api/characters/765', 'https://www.anapioficeandfire.com/api/characters/769', 'https://www.anapioficeandfire.com/api/characters/786', 'https://www.anapioficeandfire.com/api/characters/800', 'https://www.anapioficeandfire.com/api/characters/817', 'https://www.anapioficeandfire.com/api/characters/818', 'https://www.anapioficeandfire.com/api/characters/820', 'https://www.anapioficeandfire.com/api/characters/824', 'https://www.anapioficeandfire.com/api/characters/854', 'https://www.anapioficeandfire.com/api/characters/866', 'https://www.anapioficeandfire.com/api/characters/899', 'https://www.anapioficeandfire.com/api/characters/900', 'https://www.anapioficeandfire.com/api/characters/937', 'https://www.anapioficeandfire.com/api/characters/947', 'https://www.anapioficeandfire.com/api/characters/948', 'https://www.anapioficeandfire.com/api/characters/950', 'https://www.anapioficeandfire.com/api/characters/952', 'https://www.anapioficeandfire.com/api/characters/956', 'https://www.anapioficeandfire.com/api/characters/959', 'https://www.anapioficeandfire.com/api/characters/960', 'https://www.anapioficeandfire.com/api/characters/968', 'https://www.anapioficeandfire.com/api/characters/976', 'https://www.anapioficeandfire.com/api/characters/989', 'https://www.anapioficeandfire.com/api/characters/994', 'https://www.anapioficeandfire.com/api/characters/1000', 'https://www.anapioficeandfire.com/api/characters/1004', 'https://www.anapioficeandfire.com/api/characters/1025', 'https://www.anapioficeandfire.com/api/characters/1045', 'https://www.anapioficeandfire.com/api/characters/1053', 'https://www.anapioficeandfire.com/api/characters/1054', 'https://www.anapioficeandfire.com/api/characters/1056', 'https://www.anapioficeandfire.com/api/characters/1058', 'https://www.anapioficeandfire.com/api/characters/1059', 'https://www.anapioficeandfire.com/api/characters/1081', 'https://www.anapioficeandfire.com/api/characters/1082', 'https://www.anapioficeandfire.com/api/characters/1083', 'https://www.anapioficeandfire.com/api/characters/1084', 'https://www.anapioficeandfire.com/api/characters/1085', 'https://www.anapioficeandfire.com/api/characters/1086', 'https://www.anapioficeandfire.com/api/characters/1087', 'https://www.anapioficeandfire.com/api/characters/1089', 'https://www.anapioficeandfire.com/api/characters/1090', 'https://www.anapioficeandfire.com/api/characters/1091', 'https://www.anapioficeandfire.com/api/characters/1093', 'https://www.anapioficeandfire.com/api/characters/1096', 'https://www.anapioficeandfire.com/api/characters/1100', 'https://www.anapioficeandfire.com/api/characters/1102', 'https://www.anapioficeandfire.com/api/characters/1105', 'https://www.anapioficeandfire.com/api/characters/1107', 'https://www.anapioficeandfire.com/api/characters/1115', 'https://www.anapioficeandfire.com/api/characters/1134', 'https://www.anapioficeandfire.com/api/characters/1136', 'https://www.anapioficeandfire.com/api/characters/1217', 'https://www.anapioficeandfire.com/api/characters/1234', 'https://www.anapioficeandfire.com/api/characters/1275', 'https://www.anapioficeandfire.com/api/characters/1392', 'https://www.anapioficeandfire.com/api/characters/1544', 'https://www.anapioficeandfire.com/api/characters/1674', 'https://www.anapioficeandfire.com/api/characters/1696', 'https://www.anapioficeandfire.com/api/characters/1799', 'https://www.anapioficeandfire.com/api/characters/1900', 'https://www.anapioficeandfire.com/api/characters/1916', 'https://www.anapioficeandfire.com/api/characters/1997', 'https://www.anapioficeandfire.com/api/characters/2054']"
Shyra Errol,,,,['Lady of Haystack Hall'],[''],,,,['https://www.anapioficeandfire.com/api/houses/116'],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],977,House Errol of Haystack Hall,116,House Errol of Haystack Hall,The Stormlands,"A yellow haystack, on an orange field(Tenné, a haystack or)",,['Lord of Haystack Hall'],['Haystack Hall'],https://www.anapioficeandfire.com/api/characters/962,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/962', 'https://www.anapioficeandfire.com/api/characters/977']"
Sigfry Stonetree,Ironborn,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/366'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],978,House Stonetree of Harlaw,366,House Stonetree of Harlaw,Iron Islands,"A bare stone tree, grey on black",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/178,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/978']
Sigfryd Harlaw,Ironborn,,,['Master of Harlaw Hall'],['Sigfryd Silverhair'],,,,['https://www.anapioficeandfire.com/api/houses/179'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],979,House Harlaw of Harlaw Hall,179,House Harlaw of Harlaw Hall,Iron Islands,"Per bend black and silver, two scythes counterchanged",,['Master of Harlaw Hall'],"['Harlaw Hall, Harlaw']",https://www.anapioficeandfire.com/api/characters/979,,https://www.anapioficeandfire.com/api/houses/178,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/979']
Sigorn,Thenn,At Thenn,,['Magnar of Thenn'],[''],,,https://www.anapioficeandfire.com/api/characters/96,['https://www.anapioficeandfire.com/api/houses/385'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],980,House Thenn,385,House Thenn,The North,"Argent, a sun in splendour gules",,['Magnar of Thenn'],[''],https://www.anapioficeandfire.com/api/characters/980,,,300 AC,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/96', 'https://www.anapioficeandfire.com/api/characters/980']"
Simon Leygood,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/235'],['https://www.anapioficeandfire.com/api/books/6'],[],[''],[''],981,House Leygood,235,House Leygood,The Reach,"Tenny, three thunderbolts in fess sable",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/981']
Simon Staunton,,,,['Ser'],[''],,,https://www.anapioficeandfire.com/api/characters/1891,['https://www.anapioficeandfire.com/api/houses/363'],['https://www.anapioficeandfire.com/api/books/6'],[],[''],[''],982,House Staunton of Rook's Rest,363,House Staunton of Rook's Rest,The Crownlands,two black wings upon a white fess on checkered black and grey,,[''],"[""Rook's Rest""]",,,https://www.anapioficeandfire.com/api/houses/15,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/643', 'https://www.anapioficeandfire.com/api/characters/964', 'https://www.anapioficeandfire.com/api/characters/982']"
Simon Toyne,,,"In 281 AC, at the Kingswood",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/392'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],983,House Toyne,392,House Toyne,The Stormlands,"A black winged heart, on a gold field, within a black embattled borderOr, a winged heart within a bordure embattled sable)","Fly High, Fly Far",[''],[''],,,https://www.anapioficeandfire.com/api/houses/17,,,281 AC in Westeros296 AC in Essos,[''],[],"['https://www.anapioficeandfire.com/api/characters/983', 'https://www.anapioficeandfire.com/api/characters/1014']"
