name,male,origin,isMarried,isNoble,popularity,isAlive,season,episode,deaths,episode_num
Alaric of Eysen,0,Peasant,0,0,0.0167224080267558,1,0,,,0
Aerys II Targaryen,1,House Targaryen,0,0,1.0,0,8,The Iron Throne,King Aerys II Targaryen/Mad King - 3 (Deceased),72
Alebelly,1,House Stark,0,0,0.0301003344481605,0,8,The Bells,"Alanna - Died during the Battle of King's Landing off-screen, body shown.",71
Alequo Adarys,1,Foreign Peasant,0,0,0.0133779264214046,0,8,The Long Night,Lady Alys Karstark (Wight) - Died when Arya Stark killed the Night King.,69
Alester Oakheart,1,House Tyrell,0,0,0.0167224080267558,1,0,,,0
Alia,0,Dothraki,0,0,0.0,1,0,,,0
All-for-Joffrey,1,Outlaw,0,0,0.0066889632107023,0,8,The Iron Throne,King/Prince Joffrey I Baratheon - 11 (Deceased),72
Allaquo,1,Foreign Peasant,0,0,0.020066889632107,1,0,,,0
Allyria Dayne,0,House Martell,0,0,0.0234113712374581,1,0,,,0
Alicent Hightower,0,House Tyrell,1,1,0.267558528428093,0,8,The Long Night,Lady Alys Karstark - Killed by wight off-screen. Reanimated as a wight.,69
Alyce,1,Foreign Noble,0,0,0.0066889632107023,1,0,,,0
Alvyn Sharp,1,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
Alyn Hunt,1,Noble,0,1,0.0133779264214046,1,0,,,0
Alys Arryn,0,House Arryn,1,0,0.0802675585284281,1,0,,,0
Alysanne Bracken,0,House Tully,0,0,0.0334448160535117,1,0,,,0
Alyn Velaryon,1,Foreign Noble,1,1,0.160535117056856,0,8,The Long Night,Lady Alys Karstark (Wight) - Died when Arya Stark killed the Night King.,69
Alysanne Osgrey,0,House Tyrell,0,0,0.0267558528428093,0,8,The Long Night,Lady Alys Karstark (Wight) - Died when Arya Stark killed the Night King.,69
Alyssa Arryn,0,House Arryn,0,0,0.0066889632107023,1,0,,,0
Alysanne Hightower,0,House Tyrell,1,0,0.0568561872909698,1,0,,,0
Amabel,0,House Tully,0,0,0.0033444816053511,1,0,,,0
Ambrode,0,House Greyjoy,0,0,0.0033444816053511,1,0,,,0
Andrey Dalt,0,House Martell,0,1,0.0367892976588628,1,0,,,0
Andrey Charlton,1,House Frey,0,1,0.0133779264214046,0,3,And Now His Watch Is Ended,Craster - Stabbed in the throat by Karl Tanner with a knife.,24
Argrave the Defiant,1,House Targaryen,0,1,0.0133779264214046,1,0,,,0
Armen,1,House Arryn,0,0,0.0301003344481605,1,0,,,0
Arneld,1,Foreign Peasant,0,1,0.0033444816053511,1,0,,,0
Arnell,1,Night's Watch,0,1,0.0066889632107023,1,0,,,0
Arrec Durrandon,1,House Frey,0,0,0.0,1,0,,,0
Arron,1,Night's Watch,0,0,0.0434782608695652,1,0,,,0
Arryk (guard),0,House Tyrell,0,0,0.0,1,0,,,0
Arron Qorgyle,1,House Martell,0,1,0.0234113712374581,1,0,,,0
Arson,1,Wildling,0,0,0.0,1,0,,,0
Aubrey Ambrose,1,House Tyrell,0,1,0.0066889632107023,1,0,,,0
Ayrmidon,0,Foreign Peasant,0,0,0.0066889632107023,1,0,,,0
Baelon Targaryen (son of Viserys I),1,House Targaryen,0,1,0.100334448160535,0,8,The Bells,Lord Varys - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.,71
Baelon Targaryen (son of Aerys),0,House Targaryen,0,1,0.0434782608695652,1,0,,,0
Balon Botley,1,House Greyjoy,0,0,0.0501672240802675,1,0,,,0
Baelor Targaryen (son of Daeron II),1,House Targaryen,1,1,0.474916387959866,0,1,Baelor,"Prince Aegon Targaryen - Killed by Ser Gregor Clegane/The Mountain on the orders of Lord Tywin Lannister off-screen, mentioned.",9
Bandy,0,House Stark,0,0,0.020066889632107,1,0,,,0
Bannen,1,Night's Watch,0,0,0.0334448160535117,0,8,The Iron Throne,Benjen Stark - 17 (Deceased),72
Barre,1,Soldier,0,0,0.0133779264214046,1,0,,,0
Barbara Bracken,0,House Tully,0,0,0.0301003344481605,1,0,,,0
Barth (brewer),1,House Stark,0,0,0.0033444816053511,1,0,,,0
Bass,0,Night's Watch,0,0,0.0,1,0,,,0
Bearded Ben,1,Night's Watch,0,0,0.0234113712374581,1,0,,,0
Becca,1,House Arryn,0,0,0.0033444816053511,1,0,,,0
Beck,1,Wildling,0,1,0.0,1,0,,,0
Belandra,0,House Martell,0,0,0.0066889632107023,1,0,,,0
Beldecar,0,House Martell,0,0,0.0066889632107023,1,0,,,0
Belis,1,Noble,0,1,0.020066889632107,1,0,,,0
Bellonara Otherys,0,Foreign Peasant,0,0,0.0133779264214046,1,0,,,0
Bella,0,Night's Watch,0,0,0.0836120401337792,1,0,,,0
Ben,1,Peasant,0,0,0.0100334448160535,1,0,,,0
Ben Blackthumb,1,House Tully,0,0,0.0267558528428093,1,0,,,0
Ben Bones,1,House Bolton,0,0,0.0334448160535117,1,0,,,0
Ben Bushy,0,Noble,0,1,0.0234113712374581,0,8,The Bells,Unnamed Lannister Soldier - Chest slashed by Jon Snow using Longclaw.,71
Benedict,0,House Stark,0,1,0.0133779264214046,1,0,,,0
Benjen Stark (Bitter),1,House Stark,0,0,0.0133779264214046,1,0,,,0
Benjen Stark (Sweet),1,House Stark,0,0,0.0133779264214046,1,0,,,0
Bennet,0,Soldier,0,0,0.0066889632107023,1,0,,,0
Bennis,1,House Tyrell,0,1,0.0367892976588628,1,0,,,0
Beqqo,0,Foreign Peasant,0,0,0.0033444816053511,1,0,,,0
Bennarion Botley,1,House Greyjoy,0,0,0.0468227424749163,1,0,,,0
Beron Blacktyde,0,Noble,0,0,0.0167224080267558,1,0,,,0
Bertram Beesbury,1,House Tyrell,0,1,0.0033444816053511,1,0,,,0
Bessa,1,House Stark,0,0,0.0066889632107023,1,0,,,0
Bessa (Winterfell),0,House Stark,0,0,0.0033444816053511,1,0,,,0
Bess Bracken,0,House Tully,0,0,0.0301003344481605,1,0,,,0
Bethany (Blushing Bethany),0,Foreign Peasant,0,0,0.0167224080267558,1,0,,,0
Bethany Fair-Fingers,0,House Targaryen,0,0,0.0066889632107023,1,0,,,0
Bharbo,0,Dothraki,0,0,0.0033444816053511,1,0,,,0
Big Boil,1,Wildling,0,0,0.0066889632107023,1,0,,,0
Blind Doss,0,Wildling,0,0,0.0,1,0,,,0
Blane,1,Night's Watch,0,0,0.020066889632107,1,0,,,0
Bodger,0,Wildling,0,0,0.0066889632107023,1,0,,,0
Borcas,1,Night's Watch,0,0,0.0,1,0,,,0
Bors,1,House Martell,0,0,0.0066889632107023,1,0,,,0
Borroq,1,Wildling,0,0,0.0267558528428093,1,0,,,0
Boy,1,House Tyrell,0,0,0.0100334448160535,1,0,,,0
Brandon Stark (Bad),1,House Stark,0,1,0.0167224080267558,1,0,,,0
Brandon Stark (Burner),1,House Stark,0,0,0.0334448160535117,1,0,,,0
Brandon Stark (the daughterless),1,House Stark,0,1,0.0334448160535117,1,0,,,0
Brandon Stark (son of Cregan),1,House Stark,1,1,0.1438127090301,1,0,,,0
Brandon Stark (Shipwright),1,House Stark,0,0,0.0367892976588628,1,0,,,0
Brea,0,Foreign Peasant,0,0,0.0234113712374581,1,0,,,0
Brella,0,House Baratheon,0,0,0.0167224080267558,1,0,,,0
Brenett,1,House Frey,0,1,0.0033444816053511,1,0,,,0
Briar,0,Wildling,0,0,0.0100334448160535,1,0,,,0
Brogg,1,Wildling,0,0,0.0066889632107023,1,0,,,0
Brusco,1,Foreign Peasant,0,0,0.0468227424749163,1,0,,,0
Brown Bernarr,0,Night's Watch,0,0,0.0234113712374581,0,3,The Bear and the Maiden Fair,"Bruni - Died in an unspecified manner off-screen, mentioned. Reanimated as a wight.",27
Bryan of Oldtown,0,House Tyrell,0,0,0.0033444816053511,1,0,,,0
Bryen,1,Noble,0,0,0.0167224080267558,1,0,,,0
Buford Bulwer,1,House Tyrell,0,1,0.0167224080267558,1,0,,,0
Bump,1,Wildling,0,0,0.0234113712374581,1,0,,,0
Buu,0,House Stark,0,0,0.0,1,0,,,0
Byan Votyris,1,Foreign Peasant,0,0,0.0,1,0,,,0
Byam Flint,1,Night's Watch,0,1,0.020066889632107,0,1,Fire and Blood,"Unnamed Boy - Beaten to death by Hot Pie off-screen, mentioned.",10
Byren Flowers,1,House Bolton,0,1,0.0066889632107023,1,0,,,0
Byron,0,Noble,0,1,0.020066889632107,1,0,,,0
Cadwyl,1,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
Lord Cafferen,1,House Baratheon,0,1,0.020066889632107,0,1,Lord Snow,"Bear - Killed, cooked, and consumed by Yoren off-screen, mentioned.",3
Calon,0,House Stark,0,0,0.0133779264214046,1,0,,,0
Cadwyn,0,House Lannister,0,1,0.0,1,0,,,0
Canker Jeyne,0,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
Carellen Smallwood,0,House Tyrell,0,0,0.0367892976588628,1,0,,,0
Cass,0,House Stark,0,0,0.0167224080267558,1,0,,,0
Carrot,0,House Arryn,0,0,0.0100334448160535,1,0,,,0
Castos,0,House Arryn,0,1,0.0066889632107023,1,0,,,0
Cedra,0,House Martell,0,0,0.0133779264214046,1,0,,,0
Catelyn Bracken,0,House Tully,0,0,0.0301003344481605,1,0,,,0
Cedric Payne,1,House Lannister,0,1,0.0133779264214046,0,8,The Iron Throne,Ser Podrick Payne - 4 (Alive),72
Cedrik Storm,0,House Baratheon,0,0,0.0033444816053511,1,0,,,0
Cerrick,1,House Greyjoy,0,1,0.0066889632107023,1,0,,,0
Cetheres,0,Foreign Noble,0,1,0.0066889632107023,1,0,,,0
Catelyn Stark,0,House Tully,1,1,0.0,0,8,The Long Night,Lady Lyanna Mormont (Wight) - Died when Arya Stark killed the Night King.,69
Cheyk,0,Peasant,0,0,0.0133779264214046,1,0,,,0
Chiggen,1,House Stark,0,0,0.0167224080267558,0,8,The Iron Throne,Shaggydog (Direwolf) - 1 (Deceased),72
Clarence Crabb,1,Noble,0,1,0.0267558528428093,1,0,,,0
Clarence Charlton,0,House Frey,0,1,0.0133779264214046,1,0,,,0
Clarence Crabb (Short),1,Noble,0,1,0.0066889632107023,1,0,,,0
Clement,1,House Arryn,0,1,0.0133779264214046,1,0,,,0
Cleyton Caswell,0,House Tyrell,0,1,0.0033444816053511,1,0,,,0
Clifford Conklyn,1,Noble,0,1,0.0066889632107023,1,0,,,0
Colen of Greenpools,1,House Baratheon,0,1,0.0167224080267558,1,0,,,0
Collio Quaynis,1,Foreign Noble,0,0,0.0167224080267558,1,0,,,0
Conn,1,Outlaw,0,0,0.0133779264214046,0,3,And Now His Watch Is Ended,"Bannen - Starved to death off-screen, body shown.",24
Coratt,1,Outlaw,0,0,0.0033444816053511,1,0,,,0
Cosgrove,0,House Targaryen,0,1,0.0,1,0,,,0
Cossomo,1,Foreign Peasant,0,0,0.0133779264214046,1,0,,,0
Courtenay Greenhill,0,Noble,0,1,0.0,1,0,,,0
Cregan Karstark,1,House Stark,0,0,0.0668896321070234,1,0,,,0
Cutjack,1,Outlaw,0,0,0.0334448160535117,1,0,,,0
Dacks,1,House Arryn,0,0,0.0,1,0,,,0
Daella Targaryen (daughter of Jaehaerys I),0,House Targaryen,1,1,0.0869565217391304,0,8,The Long Night,Wight - Stabbed in the chest by Queen Daenerys I Targaryen with a sword.,69
Daella Targaryen (daughter of Maekar I),1,House Targaryen,0,1,0.0802675585284281,0,2,Valar Morghulis,Doreah - Died of natural causes after being locked in a vault by Queen Daenerys I Targaryen.,20
Daenerys Targaryen (daughter of Aegon IV),0,House Targaryen,1,1,0.0936454849498327,0,8,The Iron Throne,"Queen Daenerys I ""Dany"" Targaryen - 753,045 (Deceased)",72
Daeron I Targaryen,1,House Targaryen,0,0,0.518394648829431,0,8,The Iron Throne,"Queen Daenerys I ""Dany"" Targaryen - 753,045 (Deceased)",72
Daena Targaryen,0,House Targaryen,1,1,0.227424749163879,0,2,Valar Morghulis,Doreah - Died of natural causes after being locked in a vault by Queen Daenerys I Targaryen.,20
Daeryssa,0,Outlaw,0,1,0.0066889632107023,1,0,,,0
Daeron Targaryen (son of Viserys I),1,House Targaryen,0,1,0.227424749163879,0,1,The Kingsroad,"Cersei Lannister's Son - Died of a fever off-screen, mentioned.",2
Dagon Ironmaker,1,House Greyjoy,0,0,0.0167224080267558,1,0,,,0
Daeron Targaryen (son of Maekar I),1,House Targaryen,1,1,0.130434782608695,0,1,The Kingsroad,"Cersei Lannister's Son - Died of a fever off-screen, mentioned.",2
Daeron II Targaryen,1,House Targaryen,0,0,0.765886287625418,0,8,The Iron Throne,King Aegon II Targaryen - 1 (Deceased),72
Dake,1,House Tyrell,0,0,0.0100334448160535,1,0,,,0
Dale Drumm,0,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
Dalla (Dragonstone),0,House Baratheon,0,0,0.0066889632107023,1,0,,,0
Damon Lannister (lord),1,House Lannister,1,1,0.0,0,3,Kissed by Fire,"Lord Beric Dondarrion - Hung and stabbed in the eye by an unknown Lannister soldier off-screen, mentioned. Resurrected by Thoros via the Lord of Light.",25
Dan,1,Wildling,0,0,0.0033444816053511,1,0,,,0
Damon Lannister (son of Jason),1,House Lannister,1,0,0.060200668896321,1,0,,,0
Darla Deddings,0,House Frey,0,1,0.0100334448160535,1,0,,,0
Danos Slynt,1,House Baratheon,0,0,0.0234113712374581,1,0,,,0
Daughter of the Dusk,0,Foreign Peasant,0,0,0.0133779264214046,1,0,,,0
Del,0,Wildling,0,0,0.0133779264214046,0,8,The Bells,Unella - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
Denestan,0,Outlaw,0,1,0.0100334448160535,1,0,,,0
Denyo Terys,1,Foreign Peasant,0,0,0.0167224080267558,1,0,,,0
Dennis Plumm,1,House Targaryen,0,1,0.0267558528428093,1,0,,,0
Denys Drumm,1,House Greyjoy,0,0,0.0167224080267558,1,0,,,0
Denys Redwyne,1,House Tyrell,0,0,0.0735785953177257,1,0,,,0
Denyse Hightower,0,House Tyrell,1,0,0.0735785953177257,1,0,,,0
Dhazzar,0,Foreign Peasant,0,1,0.0133779264214046,1,0,,,0
Dick Follard,1,Night's Watch,0,0,0.0301003344481605,0,8,The Bells,Unnamed Northern Soldier - Stabbed in the stomach by Jon Snow using Longclaw.,71
Dickon Manwoody,1,House Martell,0,0,0.0267558528428093,1,0,,,0
Dobber,1,House Bolton,0,0,0.0267558528428093,0,8,The Iron Throne,Dongo (Giant) - 2 (Deceased),72
Donnel Drumm,1,House Greyjoy,0,0,0.0167224080267558,1,0,,,0
Donel Greyjoy,1,House Greyjoy,0,0,0.060200668896321,1,0,,,0
Donella Hornwood,0,House Stark,1,1,0.0969899665551839,0,8,The Iron Throne,Donnel Hill - 1 (Deceased),72
Donnel Hill,1,Night's Watch,0,0,0.0434782608695652,1,0,,,0
Donnis,0,House Stark,0,0,0.0066889632107023,1,0,,,0
Donyse,0,Dothraki,0,0,0.0,1,0,,,0
Dorcas,0,House Lannister,0,0,0.020066889632107,1,0,,,0
Dornish Dilly,0,Night's Watch,0,0,0.0033444816053511,0,2,Valar Morghulis,Doreah - Died of natural causes after being locked in a vault by Queen Daenerys I Targaryen.,20
Dorren Stark,1,House Stark,0,0,0.0133779264214046,1,0,,,0
Draqaz,0,Foreign Peasant,0,1,0.0167224080267558,1,0,,,0
Drennan,1,House Greyjoy,0,0,0.0133779264214046,0,4,The Watchers on the Wall,Dongo - Shot in the back by an unknown member of the Night's Watch with a ballista.,39
Dudley,1,Peasant,0,1,0.0,1,0,,,0
Dryn,1,Wildling,0,0,0.0167224080267558,1,0,,,0
Dunaver,0,House Lannister,0,1,0.0066889632107023,1,0,,,0
Durran,1,Foreign Noble,0,0,0.0434782608695652,1,0,,,0
Dyah,0,Wildling,1,0,0.0167224080267558,1,0,,,0
Dykk Harlaw,1,House Greyjoy,0,0,0.0100334448160535,0,3,Mhysa,"Dagmer - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Easy,1,Night's Watch,0,0,0.0033444816053511,0,5,Hardhome,"40 Oysters - Died in an unspecified manner off-screen, bodies shown.",48
Duncan Targaryen,1,House Targaryen,1,1,0.140468227424749,0,7,Eastwatch,Dickon Tarly - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.,65
Edgerran Oakheart,1,House Tyrell,0,1,0.0066889632107023,1,0,,,0
Eden Risley,1,Noble,0,1,0.0033444816053511,1,0,,,0
Edmund Ambrose,0,House Tyrell,0,1,0.0234113712374581,1,0,,,0
Edwyn Osgrey,1,House Tyrell,0,1,0.020066889632107,0,8,The Long Night,Eddison Tollett (Wight) - Died when Arya Stark killed the Night King.,69
Eggon,1,House Lannister,0,0,0.0133779264214046,1,0,,,0
Eglantine,0,Soldier,0,0,0.0066889632107023,1,0,,,0
Egon Emeros,0,Foreign Peasant,0,0,0.0133779264214046,1,0,,,0
Eldiss,1,House Greyjoy,0,0,0.0133779264214046,1,0,,,0
Eldred Codd,1,House Greyjoy,0,0,0.0167224080267558,1,0,,,0
Elaena Targaryen,0,House Targaryen,1,1,0.137123745819397,0,8,The Bells,Ellaria Sand - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
Elys Westerling,0,House Lannister,0,1,0.0133779264214046,1,0,,,0
Elyas Willum,1,House Tyrell,0,0,0.0133779264214046,1,0,,,0
Elza,0,Foreign Peasant,0,0,0.0100334448160535,0,8,The Bells,Unella - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
Emma,0,House Arryn,0,0,0.0167224080267558,1,0,,,0
Elys Waynwood,0,House Arryn,1,1,0.0702341137123745,1,0,,,0
Emrick,1,Night's Watch,0,0,0.0434782608695652,1,0,,,0
Endehar,0,Outlaw,0,0,0.0,1,0,,,0
Emphyria Vance,0,House Tully,0,0,0.0167224080267558,1,0,,,0
Enger,0,House Tully,0,0,0.0,1,0,,,0
Erik Ironmaker,1,House Greyjoy,1,1,0.0501672240802675,1,0,,,0
Erreck,1,Noble,0,1,0.0033444816053511,1,0,,,0
Erreg,0,Peasant,0,1,0.0167224080267558,1,0,,,0
Errok,1,Wildling,0,0,0.0066889632107023,1,0,,,0
Erryk (guard),0,House Tyrell,0,0,0.0,1,0,,,0
Esgred,1,Wildling,0,0,0.0,1,0,,,0
Eustace (Braavos),0,Soldier,0,0,0.0100334448160535,1,0,,,0
Eustace (Dance of the Dragons),1,Soldier,0,0,0.0367892976588628,1,0,,,0
Ezzara,0,Foreign Peasant,0,1,0.0066889632107023,1,0,,,0
Euron Greyjoy,1,House Greyjoy,0,0,0.739130434782608,0,8,The Iron Throne,King Euron Greyjoy - 10 (Deceased),72
Ezzelyno,0,Foreign Noble,0,1,0.0133779264214046,1,0,,,0
Fern,0,Wildling,0,0,0.0066889632107023,1,0,,,0
Ferny,0,Wildling,1,0,0.0167224080267558,1,0,,,0
Ferret,0,House Stark,0,0,0.0033444816053511,1,0,,,0
Fogo,1,Dothraki,0,1,0.020066889632107,0,1,Fire and Blood,"Rhaego - Stillborn after being cursed by Mirri Maz Duur using blood magic off-screen, mentioned.",10
Fornio,1,Night's Watch,0,0,0.0100334448160535,1,0,,,0
Fralegg,1,House Greyjoy,0,0,0.0066889632107023,1,0,,,0
Frenya,1,Wildling,0,0,0.0434782608695652,0,3,Mhysa,Unnamed Frey Soldier - Repeatedly stabbed in the neck by Arya Stark with a knife.,30
Frynne,0,Outlaw,0,0,0.0,1,0,,,0
Gage,0,House Stark,0,0,0.0334448160535117,1,0,,,0
Galladon of Morne,1,Night's Watch,0,1,0.0,1,0,,,0
Gallard,0,Foreign Noble,0,1,0.0100334448160535,1,0,,,0
Galt,0,Outlaw,0,0,0.0033444816053511,1,0,,,0
Galtry the Green,1,Dothraki,0,1,0.0133779264214046,1,0,,,0
Galyeon of Cuy,1,Wildling,0,0,0.0066889632107023,1,0,,,0
Gareth the Grey,1,Dothraki,0,1,0.0033444816053511,1,0,,,0
Garigus,1,Noble,0,1,0.020066889632107,1,0,,,0
Garizon,0,House Arryn,0,1,0.0066889632107023,1,0,,,0
Gariss,1,House Stark,0,0,0.0,1,0,,,0
Garrett Paege,1,House Frey,0,0,0.0133779264214046,1,0,,,0
Garth XII Gardener,0,Wildling,0,0,0.0133779264214046,1,0,,,0
Garth of Oldtown,0,Night's Watch,0,0,0.020066889632107,0,2,The Old Gods and the New,Ser Rodrik Cassel - Decapitated by Prince Theon Greyjoy with a sword.,16
Gascoyne,0,House Martell,0,1,0.0133779264214046,1,0,,,0
Gavin,0,Wildling,0,0,0.0066889632107023,1,0,,,0
Gelmarr,1,House Greyjoy,0,0,0.0267558528428093,0,8,The Bells,Unnamed Lannister Soldier - Stabbed in the stomach by Grey Worm with a spear.,71
Gerren,0,House Stark,0,0,0.0167224080267558,1,0,,,0
Gerold Lannister,1,House Lannister,1,1,0.0869565217391304,0,6,The Winds of Winter,Lancel Lannister - Blown up by Cersei Lannister with wildfire when she caused the destruction of the Great Sept of Baelor.,60
Ghael,1,Foreign Peasant,0,1,0.0234113712374581,1,0,,,0
Gillam,1,House Arryn,0,1,0.0100334448160535,1,0,,,0
Gladden Wylde,1,House Baratheon,0,1,0.0167224080267558,0,8,The Long Night,Wight - Slashed by Grey Worm with a spear.,69
Glendon Flowers,1,House Stark,0,1,0.0802675585284281,0,8,The Bells,Ser Preston Greenfield - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.,71
Goady,0,Night's Watch,0,0,0.0167224080267558,1,0,,,0
Godwyn,1,House Lannister,0,0,0.0,1,0,,,0
Gormond Drumm,1,House Greyjoy,0,0,0.0066889632107023,1,0,,,0
Gowen Baratheon,1,House Baratheon,1,0,0.0167224080267558,1,0,,,0
Grance Morrigen,1,House Baratheon,0,1,0.0100334448160535,1,0,,,0
Grazdan,1,Foreign Peasant,0,1,0.0133779264214046,0,3,And Now His Watch Is Ended,Greizhen mo Ullhor - Killed by unknown Unsullied on the orders of Queen Daenerys I Targaryen.,24
Grazdan zo Galare,1,Foreign Peasant,0,0,0.020066889632107,1,0,,,0
Green Gergen,1,House Greyjoy,0,0,0.0,1,0,,,0
Great Walrus,1,Wildling,0,0,0.0133779264214046,1,0,,,0
Gretchel,1,House Arryn,0,0,0.0167224080267558,1,0,,,0
Grey King,1,House Greyjoy,0,0,0.0769230769230769,1,0,,,0
Griffin King,1,Foreign Noble,0,0,0.020066889632107,1,0,,,0
Grigg,0,Wildling,0,0,0.0066889632107023,1,0,,,0
Grisel,0,Noble,0,0,0.0033444816053511,1,0,,,0
Grisella,0,Wildling,0,0,0.0100334448160535,1,0,,,0
Gulian,0,Soldier,0,1,0.0033444816053511,1,0,,,0
Gulian Qorgyle,1,House Martell,0,1,0.0133779264214046,1,0,,,0
Gurn,0,Outlaw,0,0,0.0033444816053511,1,0,,,0
Guyne,0,House Greyjoy,0,1,0.0066889632107023,1,0,,,0
Gwayne Corbray,1,House Baratheon,0,1,0.0434782608695652,1,0,,,0
Gwayne Gaunt,0,Noble,0,1,0.0367892976588628,1,0,,,0
Gwin Goodbrother,0,House Greyjoy,0,0,0.0267558528428093,1,0,,,0
Gyles,0,Soldier,0,1,0.0033444816053511,1,0,,,0
Gyleno Dothare,1,Foreign Peasant,0,0,0.0133779264214046,1,0,,,0
Gyles Farwynd,1,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
Gwynesse Harlaw,0,House Greyjoy,0,0,0.0568561872909698,1,0,,,0
Gyles Grafton,1,House Arryn,0,0,0.0167224080267558,1,0,,,0
Gyloro Dothare,1,Foreign Peasant,0,0,0.0133779264214046,1,0,,,0
Gyles III Gardener,1,Noble,0,0,0.020066889632107,1,0,,,0
Gynir,1,House Greyjoy,0,0,0.0267558528428093,0,4,Breaker of Chains,Guymon - Shot in the back of the head by Ygritte with an arrow using a bow.,33
Haggon,1,Wildling,0,0,0.020066889632107,1,0,,,0
Gysella Goodbrother,0,House Greyjoy,0,0,0.0267558528428093,1,0,,,0
Hali,0,Wildling,0,0,0.020066889632107,0,2,Valar Morghulis,Doreah - Died of natural causes after being locked in a vault by Queen Daenerys I Targaryen.,20
Haldon,1,House Targaryen,0,0,0.127090301003344,1,0,,,0
Harbert Paege,0,House Frey,0,1,0.0133779264214046,1,0,,,0
Hamish the Harper,0,House Greyjoy,0,0,0.020066889632107,0,5,Sons of the Harpy,Unnamed Member of The Sons of the Harpy - Stabbed in the stomach by Ser Barristan Selmy with a sword.,44
Halys Hornwood,1,House Stark,1,1,0.107023411371237,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
Harghaz,1,Foreign Peasant,0,0,0.0234113712374581,0,3,Mhysa,"Aggar - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Hareth (Mole's Town),1,Night's Watch,0,0,0.0501672240802675,1,0,,,0
Harlan Grandison,1,House Baratheon,0,1,0.0167224080267558,0,2,The Ghost of Harrenhal,Ser Robar Royce - Stabbed in the back by Brienne of Tarth with a sword.,15
Harle the Handsome,1,Wildling,0,0,0.0133779264214046,1,0,,,0
Harle the Huntsman,1,Wildling,0,0,0.0167224080267558,1,0,,,0
Harlon Botley,1,House Greyjoy,0,0,0.0468227424749163,1,0,,,0
Harmund Sharp,1,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
Harlon Greyjoy,1,House Greyjoy,0,0,0.0635451505016722,1,0,,,0
Harodon,0,Foreign Noble,0,1,0.0066889632107023,1,0,,,0
Harra,0,House Tully,0,0,0.0167224080267558,0,2,The Ghost of Harrenhal,"Xaro Xhoan Daxos' Wife - Died in an unspecified manner off-screen, mentioned.",15
Harrag Sharp,0,House Greyjoy,0,0,0.0167224080267558,0,5,The House of Black and White,"Unnamed Member of The Sons of the Harpy - Stabbed in the head and chest by Mossador with knives off-screen, body shown.",42
Harrag Hoare,1,House Greyjoy,0,0,0.0267558528428093,1,0,,,0
Harren Half-Hoare,1,House Greyjoy,0,0,0.0167224080267558,1,0,,,0
Harren Botley,0,House Greyjoy,0,0,0.060200668896321,0,2,The Ghost of Harrenhal,Ser Robar Royce - Stabbed in the back by Brienne of Tarth with a sword.,15
Harrold Osgrey,1,House Tyrell,0,1,0.0234113712374581,1,0,,,0
Harry Sawyer,0,Noble,0,1,0.0167224080267558,1,0,,,0
Harsley,1,House Frey,0,0,0.0033444816053511,0,2,The Ghost of Harrenhal,"Xaro Xhoan Daxos' Wife - Died in an unspecified manner off-screen, mentioned.",15
Harwyn Hoare,1,Noble,0,0,0.100334448160535,1,0,,,0
Hayhead,1,House Stark,0,0,0.0167224080267558,1,0,,,0
Hazrak zo Loraq,1,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
Harwyn Plumm,1,House Targaryen,0,1,0.0468227424749163,1,0,,,0
Helicent Uffering,0,Noble,0,0,0.0234113712374581,0,5,Sons of the Harpy,Two Unnamed Members of The Sons of the Harpy - Stabbed in the stomach by an unknown Unsullied with a spear.,44
Helliweg,0,Night's Watch,0,1,0.0100334448160535,1,0,,,0
Helly,0,Dothraki,0,0,0.0133779264214046,1,0,,,0
Helya,0,House Greyjoy,0,0,0.0167224080267558,1,0,,,0
Henk,1,Wildling,0,0,0.0066889632107023,1,0,,,0
Henly (House Ashford),0,House Tyrell,0,0,0.0066889632107023,1,0,,,0
Herbert Bolling,0,House Tully,0,1,0.0100334448160535,1,0,,,0
Hendry Bracken,0,House Tully,0,0,0.040133779264214,0,5,Sons of the Harpy,Unnamed Dornish Guard - Stabbed in the chest by Ser Bronn with a sword.,44
Heward,0,House Stark,0,0,0.020066889632107,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
