,allegiance,killer,killers_house,location,method,name,episode_global_num,weights_simple
558,Sons of the Harpy,Unsullied Soldier,House Targaryen,Meereen,Spear,Sons of the Harpy agent,49,0.9694244604316546
559,House Targaryen,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,49,0.9878597122302157
560,House Targaryen,Sons of the Harpy agent,Sons of the Harpy,Meereen,Spear,Unsullied Soldier,49,0.9878597122302157
561,Sons of the Harpy,Jorah Mormont,House Targaryen,Meereen,Sword,Sons of the Harpy agent,49,0.9694244604316546
562,House Targaryen,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,49,0.9878597122302157
563,Sons of the Harpy,Unsullied Soldier,House Targaryen,Meereen,Spear,Sons of the Harpy agent,49,0.9694244604316546
564,Sons of the Harpy,Jorah Mormont,House Targaryen,Meereen,Sword,Sons of the Harpy agent,49,0.9694244604316546
565,Sons of the Harpy,Unsullied Soldier,House Targaryen,Meereen,Spear,Sons of the Harpy agent,49,0.9694244604316546
566,Sons of the Harpy,Unsullied Soldier,House Targaryen,Meereen,Spear,Sons of the Harpy agent,49,0.9694244604316546
567,Sons of the Harpy,Jorah Mormont,House Targaryen,Meereen,Sword,Sons of the Harpy agent,49,0.9694244604316546
568,Sons of the Harpy,Daario Naharis,House Targaryen,Meereen,Arakh,Sons of the Harpy agent,49,0.9694244604316546
569,House Targaryen,Sons of the Harpy agent,Sons of the Harpy,Meereen,Knife,Unsullied Soldier,49,0.9878597122302157
570,Sons of the Harpy,Daario Naharis,House Targaryen,Meereen,Arakh,Sons of the Harpy agent,49,0.9694244604316546
571,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Claws (Dragon),Sons of the Harpy agent,49,0.9694244604316546
572,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Claws (Dragon),Sons of the Harpy agent,49,0.9694244604316546
573,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Teeth (Dragon),Sons of the Harpy agent,49,0.9694244604316546
574,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
575,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
576,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
577,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
578,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
579,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
580,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
581,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
582,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
583,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
584,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
585,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
586,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
587,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),Sons of the Harpy agent,49,0.9694244604316546
588,Sons of the Harpy,Daenerys Targaryen,House Targaryen,Meereen,Teeth (Dragon),Sons of the Harpy agent,49,0.9694244604316546
589,House Targaryen,Sons of the Harpy agent,Sons of the Harpy,Meereen,Sword,Unsullied Soldier,49,0.9878597122302157
590,Sons of the Harpy,Jorah Mormont,House Targaryen,Meereen,Sword,Sons of the Harpy agent,49,0.9694244604316546
591,Sons of the Harpy,Daario Naharis,House Targaryen,Meereen,Arakh,Sons of the Harpy agent,49,0.9694244604316546
592,Sons of the Harpy,Daario Naharis,House Targaryen,Meereen,Sword,Sons of the Harpy agent,49,0.9694244604316546
593,House Baratheon of Dragonstone,Selyse Florent,House Baratheon of Dragonstone,Kingsroad,Rope,Selyse Florent,50,0.9995503597122303
594,House Baratheon of Dragonstone,Brienne of Tarth,House Tarth,Winterfell,Sword,Stannis Baratheon,50,0.9995503597122303
595,House Baratheon of Dragonstone,Ramsay Bolton,House Bolton,Winterfell,Sword,Baratheon of Dragonstone soldier,50,0.9739208633093526
596,House Baratheon of Dragonstone,Ramsay Bolton,House Bolton,Winterfell,Sword,Baratheon of Dragonstone soldier,50,0.9739208633093526
597,House Bolton,Reek,House Bolton,Winterfell,Falling,Myranda Royce,50,0.9995503597122303
598,House Lannister,Arya Stark,House Stark,Braavos,Knife,Meryn Trant,50,0.9995503597122303
599,Faceless Men,Jaqen H'ghar,Faceless Men,Braavos,Poison,Jaqen H'ghar,50,0.9995503597122303
600,House Lannister,Ellaria Sand,House Martell,Dorne,Poison,Myrcella,50,0.9995503597122303
601,Night's Watch,Olly,Night's Watch,Castle Black,Knife,Jon Snow,50,0.9995503597122303
602,House Bolton,Brienne of Tarth,House Tarth,Winterfell,Sword,Bolton soldier,51,0.9721223021582733
603,House Bolton,Brienne of Tarth,House Tarth,Winterfell,Sword,Bolton soldier,51,0.9721223021582733
604,House Bolton,Podrick Payne,House Tarth,Winterfell,Sword,Bolton soldier,51,0.9721223021582733
605,House Bolton,Brienne of Tarth,House Tarth,Winterfell,Knife,Bolton soldier,51,0.9721223021582733
606,House Bolton,Reek,House Bolton,Winterfell,Sword,Bolton soldier,51,0.9721223021582733
607,House Martell,Ellaria Sand,House Martell,Dorne,Knife,Doran Martell,51,0.9995503597122303
608,House Martell,Tyene Sand,House Martell,Dorne,Knife,Areo Hotah,51,0.9995503597122303
609,House Martell,Obara Sand,House Martell,King's Landing,Spear,Trystane Martell,51,0.9995503597122303
610,Night's Watch,Tormund,Free Folk,Castle Black,Sword,Night's Watch brother,52,0.9784172661870504
611,Night's Watch,Wun Wun,Free Folk,Castle Black,Hands,Night's Watch brother,52,0.9784172661870504
612,Smallfolk,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Hands,Peasant,52,0.9838129496402879
613,House Bolton,Ramsay Bolton,House Bolton,Winterfell,Knife,Roose Bolton,52,0.9995503597122303
614,House Bolton,Ramsay Bolton,House Bolton,Winterfell,Dogs,Walda Frey,52,0.9995503597122303
615,House Bolton,Ramsay Bolton,House Bolton,Winterfell,Dogs,Bolton heir,52,0.9995503597122303
616,House Greyjoy,Euron Greyjoy,House Greyjoy,Iron Islands,Hands,Balon Greyjoy,52,0.9995503597122303
617,House Stark,Oswell Whent,House Targaryen,Dorne,Sword,Stark soldier,53,0.9793165467625898
618,House Targaryen,Ned Stark,House Stark,Dorne,Sword,Oswell Whent,53,0.9995503597122303
619,House Stark,Arthur Dayne,House Targaryen,Dorne,Sword,Stark soldier,53,0.9793165467625898
620,House Stark,Arthur Dayne,House Targaryen,Dorne,Sword,Stark soldier,53,0.9793165467625898
621,House Stark,Arthur Dayne,House Targaryen,Dorne,Sword,Stark soldier,53,0.9793165467625898
622,House Targaryen,Ned Stark,House Stark,Dorne,Sword,Arthur Dayne,53,0.9995503597122303
623,Night's Watch,Jon Snow,House Stark,Castle Black,Noose,Bowen Marsh,53,0.9995503597122303
624,Night's Watch,Jon Snow,House Stark,Castle Black,Noose,Othell Yarwyck,53,0.9995503597122303
625,Night's Watch,Jon Snow,House Stark,Castle Black,Noose,Alliser Thorne,53,0.9995503597122303
626,Night's Watch,Jon Snow,House Stark,Castle Black,Noose,Olly,53,0.9995503597122303
627,Dothraki,Daario Naharis,House Targaryen,Vaes Dothrak,Hands,Dothraki man,54,0.9932553956834532
628,Dothraki,Daario Naharis,House Targaryen,Vaes Dothrak,Knife,Dothraki man,54,0.9932553956834532
629,House Stark,Ramsay Bolton,House Bolton,Winterfell,Knife,Osha,54,0.9995503597122303
630,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Khal Moro,54,0.9995503597122303
631,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
632,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
633,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
634,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
635,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
636,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
637,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
638,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
639,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
640,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
641,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
642,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
643,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
644,Dothraki,Daenerys Targaryen,House Targaryen,Vaes Dothrak,Fire,Dothraki Khal,54,0.9937050359712231
645,Children of the Forest,Wight,White Walkers,Beyond the Wall,Axe,Child of the Forest,55,0.9982014388489209
646,Children of the Forest,Wight,White Walkers,Beyond the Wall,Teeth,Child of the Forest,55,0.9982014388489209
647,Children of the Forest,Wight,White Walkers,Beyond the Wall,Sword,Child of the Forest,55,0.9982014388489209
648,Children of the Forest,White Walker,White Walkers,Beyond the Wall,Sword,Child of the Forest,55,0.9982014388489209
649,House Stark,Wight,White Walkers,Beyond the Wall,Sword,Summer,55,0.9995503597122303
650,Children of the Forest,White Walker,White Walkers,Beyond the Wall,Sword,Three-eyed Raven,55,0.9995503597122303
651,Children of the Forest,Wight,White Walkers,Beyond the Wall,Sword,Leaf,55,0.9995503597122303
652,House Stark,Wight,White Walkers,Beyond the Wall,Hands,Hodor,55,0.9995503597122303
653,Faith of the Seven,Lem Lemoncloak,Brotherhood Without Banners,Riverlands,Noose,Brother Ray,57,0.9995503597122303
654,Brotherhood Without Banners,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Axe,Brotherhood Without Banners Member,58,0.9973021582733813
655,Brotherhood Without Banners,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Axe,Brotherhood Without Banners Member,58,0.9973021582733813
656,Brotherhood Without Banners,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Axe,Brotherhood Without Banners Member,58,0.9973021582733813
657,Brotherhood Without Banners,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Axe,Brotherhood Without Banners Member,58,0.9973021582733813
658,Faith Militant,"Gregor ""the Mountain"" Clegane",House Clegane,King's Landing,Hands,Faith Militant Brother,58,0.9775179856115108
659,Brotherhood Without Banners,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Noose,Brotherhood Without Banners Member,58,0.9973021582733813
660,Brotherhood Without Banners,Beric Dondarrion,Brotherhood Without Banners,Riverlands,Noose,Lem Lemoncloak,58,0.9995503597122303
661,Brotherhood Without Banners,"Sandor ""the Hound"" Clegane",House Clegane,Riverlands,Noose,Brotherhood Without Banners Member,58,0.9973021582733813
662,None,The Masters Soldier,The Masters,Meereen,Catapult,Meereen citizen,59,0.9937050359712231
663,None,The Masters Soldier,The Masters,Meereen,Catapult,Meereen citizen,59,0.9937050359712231
664,None,The Masters Soldier,The Masters,Meereen,Catapult,Meereen citizen,59,0.9937050359712231
665,None,Sons of the Harpy agent,Sons of the Harpy,Meereen,Sword,Meereen citizen,59,0.9937050359712231
666,None,Sons of the Harpy agent,Sons of the Harpy,Meereen,Sword,Meereen citizen,59,0.9937050359712231
667,None,Sons of the Harpy agent,Sons of the Harpy,Meereen,Sword,Meereen citizen,59,0.9937050359712231
668,None,Sons of the Harpy agent,Sons of the Harpy,Meereen,Sword,Meereen citizen,59,0.9937050359712231
669,None,Sons of the Harpy agent,Sons of the Harpy,Meereen,Sword,Meereen citizen,59,0.9937050359712231
670,None,Sons of the Harpy agent,Sons of the Harpy,Meereen,Sword,Meereen citizen,59,0.9937050359712231
671,None,Sons of the Harpy agent,Sons of the Harpy,Meereen,Sword,Meereen citizen,59,0.9937050359712231
672,None,Sons of the Harpy agent,Sons of the Harpy,Meereen,Sword,Meereen citizen,59,0.9937050359712231
673,None,Sons of the Harpy agent,Sons of the Harpy,Meereen,Sword,Meereen citizen,59,0.9937050359712231
674,None,Sons of the Harpy agent,Sons of the Harpy,Meereen,Sword,Meereen citizen,59,0.9937050359712231
675,None,Sons of the Harpy agent,Sons of the Harpy,Meereen,Sword,Meereen citizen,59,0.9937050359712231
676,Sons of the Harpy,Daario Naharis,House Targaryen,Meereen,Arakh,Sons of the Harpy agent,59,0.9694244604316546
677,The Masters,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),The Masters Soldier,59,0.9946043165467625
678,The Masters,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),The Masters Soldier,59,0.9946043165467625
679,The Masters,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),The Masters Soldier,59,0.9946043165467625
680,The Masters,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),The Masters Soldier,59,0.9946043165467625
681,The Masters,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),The Masters Soldier,59,0.9946043165467625
682,The Masters,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),The Masters Soldier,59,0.9946043165467625
683,The Masters,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),The Masters Soldier,59,0.9946043165467625
684,The Masters,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),The Masters Soldier,59,0.9946043165467625
685,The Masters,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),The Masters Soldier,59,0.9946043165467625
686,The Masters,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),The Masters Soldier,59,0.9946043165467625
687,The Masters,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),The Masters Soldier,59,0.9946043165467625
688,The Masters,Daenerys Targaryen,House Targaryen,Meereen,Dragonfire (Dragon),The Masters Soldier,59,0.9946043165467625
689,The Masters,Grey Worm,House Targaryen,Meereen,Knife,Belicho Paenymion,59,0.9995503597122303
690,The Masters,Grey Worm,House Targaryen,Meereen,Knife,Razdal mo Eraz,59,0.9995503597122303
691,House Stark,Ramsay Bolton,House Bolton,Winterfell,Arrow,Rickon Stark,59,0.9995503597122303
692,House Bolton,Stark Soldier,House Stark,Winterfell,Spear,Bolton soldier,59,0.9721223021582733
693,House Stark,Bolton soldier,House Bolton,Winterfell,Spear,Stark Soldier,59,0.9766187050359713
694,House Stark,Bolton soldier,House Bolton,Winterfell,Sword,Stark Soldier,59,0.9766187050359713
695,House Bolton,Bolton soldier,House Bolton,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
696,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
697,House Bolton,Bolton soldier,House Bolton,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
698,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
699,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
700,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
701,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
702,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
703,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
704,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
705,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
706,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
707,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
708,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
709,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
710,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
711,House Bolton,Stark Soldier,House Stark,Winterfell,Spear,Bolton soldier,59,0.9721223021582733
712,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
713,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
714,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
715,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
716,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
717,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
718,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
719,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
720,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
721,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
722,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
723,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
724,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
725,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
726,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
727,House Bolton,Stark Soldier,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
728,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
729,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
730,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
731,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
732,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
733,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
734,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
735,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
736,House Stark,Bolton soldier,House Bolton,Winterfell,Sword,Stark Soldier,59,0.9766187050359713
737,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
738,House Stark,Bolton soldier,House Bolton,Winterfell,Sword,Stark Soldier,59,0.9766187050359713
739,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
740,House Stark,Bolton soldier,House Bolton,Winterfell,Sword,Stark Soldier,59,0.9766187050359713
741,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
742,House Bolton,Tormund,Free Folk,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
743,Free Folk,Bolton soldier,House Bolton,Winterfell,Spear,Wildling,59,0.9523381294964028
744,Free Folk,Bolton soldier,House Bolton,Winterfell,Spear,Wildling,59,0.9523381294964028
745,Free Folk,Bolton soldier,House Bolton,Winterfell,Spear,Wildling,59,0.9523381294964028
746,Free Folk,Bolton soldier,House Bolton,Winterfell,Spear,Wildling,59,0.9523381294964028
747,House Stark,Smalljon Umber,House Umber,Winterfell,Sword,Stark Soldier,59,0.9766187050359713
748,House Stark,Umber Soldier,House Umber,Winterfell,Sword,Stark Soldier,59,0.9766187050359713
749,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
750,House Bolton,Wun Wun,Free Folk,Winterfell,Hands,Bolton soldier,59,0.9721223021582733
751,House Bolton,Tormund,Free Folk,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
752,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
753,House Stark,Smalljon Umber,House Umber,Winterfell,Sword,Stark Soldier,59,0.9766187050359713
754,House Stark,Smalljon Umber,House Umber,Winterfell,Sword,Stark Soldier,59,0.9766187050359713
755,House Stark,Bolton soldier,House Bolton,Winterfell,Sword,Stark Soldier,59,0.9766187050359713
756,House Bolton,Stark Soldier,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
757,House Bolton,Wildling,Free Folk,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
758,House Stark,Smalljon Umber,House Umber,Winterfell,Sword,Stark Soldier,59,0.9766187050359713
759,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
760,House Bolton,Wun Wun,Free Folk,Winterfell,Hands,Bolton soldier,59,0.9721223021582733
761,Free Folk,Bolton soldier,House Bolton,Winterfell,Spear,Wildling,59,0.9523381294964028
762,Free Folk,Bolton soldier,House Bolton,Winterfell,Spear,Wildling,59,0.9523381294964028
763,Free Folk,Bolton soldier,House Bolton,Winterfell,Sword,Wildling,59,0.9523381294964028
764,House Bolton,Tormund,Free Folk,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
765,House Stark,Umber Soldier,House Umber,Winterfell,Sword,Stark Soldier,59,0.9766187050359713
766,Free Folk,Bolton soldier,House Bolton,Winterfell,Spear,Wildling,59,0.9523381294964028
767,Free Folk,Bolton soldier,House Bolton,Winterfell,Spear,Wildling,59,0.9523381294964028
768,Free Folk,Bolton soldier,House Bolton,Winterfell,Spear,Wildling,59,0.9523381294964028
769,House Stark,Smalljon Umber,House Umber,Winterfell,Sword,Stark Soldier,59,0.9766187050359713
770,House Bolton,Jon Snow,House Stark,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
771,House Umber,Tormund,Free Folk,Winterfell,Knife,Smalljon Umber,59,0.9995503597122303
772,House Bolton,Knights of the Vale,House Arryn,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
773,House Bolton,Knights of the Vale,House Arryn,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
774,House Bolton,Knights of the Vale,House Arryn,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
775,House Bolton,Knights of the Vale,House Arryn,Winterfell,Sword,Bolton soldier,59,0.9721223021582733
776,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
777,House Bolton,Stark Soldier,House Stark,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
778,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
779,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
780,House Stark,Bolton soldier,House Bolton,Winterfell,Arrow,Stark Soldier,59,0.9766187050359713
781,House Bolton,Stark Soldier,House Stark,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
782,Free Folk,Bolton soldier,House Bolton,Winterfell,Arrow,Wildling,59,0.9523381294964028
783,House Bolton,Stark Soldier,House Stark,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
784,House Bolton,Stark Soldier,House Stark,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
785,House Bolton,Stark Soldier,House Stark,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
786,House Bolton,Stark Soldier,House Stark,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
787,House Bolton,Stark Soldier,House Stark,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
788,House Bolton,Stark Soldier,House Stark,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
789,House Bolton,Stark Soldier,House Stark,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
790,House Bolton,Stark Soldier,House Stark,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
791,House Bolton,Stark Soldier,House Stark,Winterfell,Arrow,Bolton soldier,59,0.9721223021582733
792,House Bolton,Wildling,Free Folk,Winterfell,Hands,Bolton soldier,59,0.9721223021582733
793,Free Folk,Ramsay Bolton,House Bolton,Winterfell,Arrow,Wun Wun,59,0.9995503597122303
794,House Bolton,Bolton Hound,House Bolton,Winterfell,Teeth,Ramsay Bolton,59,0.9995503597122303
795,Order of Maesters,Little Bird,House Lannister,King's Landing,Knife,Grand Maester Pycelle,60,0.9995503597122303
796,Faith Militant,Cersei Lannister,House Lannister,King's Landing,Wildfire,Lancel Lannister,60,0.9995503597122303
797,Faith Militant,Cersei Lannister,House Lannister,King's Landing,Wildfire,High Sparrow,60,0.9995503597122303
798,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
799,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
800,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
801,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
802,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
803,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
804,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
805,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
806,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
807,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
808,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
809,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
810,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
811,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
812,None,Cersei Lannister,House Lannister,King's Landing,Wildfire,King's Landing Noble,60,0.9379496402877697
